4.1801e+06,640.2,372,0
4.1801e+06,640.2,372.5,0
4.1801e+06,640,372.6,0
4.1801e+06,640.1,372.4,0
4.1801e+06,640.1,372.7,0
4.1801e+06,640.1,372.7,0
4.1801e+06,640,373.8,0
4.1801e+06,640,375.1,0
4.1801e+06,640.5,375.7,0
4.1801e+06,639.9,374.9,0
4.1802e+06,639.3,375.3,0
4.1802e+06,639.6,375.1,0
4.1802e+06,639.9,375.1,0
4.1802e+06,640.1,375.1,0
4.1802e+06,639.6,375.3,0
4.1802e+06,639.6,375.4,0
4.1802e+06,639.6,375.5,0
4.1802e+06,640.3,375,0
4.1802e+06,640,374.7,0
4.1802e+06,639.9,374.4,0
4.1802e+06,639.8,374,0
4.1802e+06,639.3,373.8,0
4.1802e+06,639.4,373.5,0
4.1802e+06,639.4,372.8,0
4.1802e+06,639.5,373,0
4.1802e+06,639.7,372.3,0
4.1802e+06,639.9,371.7,0
4.1802e+06,640,371.2,0
4.1802e+06,639.9,370.9,0
4.1802e+06,639.9,370.3,0
4.1802e+06,639.4,369.9,0
4.1802e+06,639.5,369.8,0
4.1802e+06,639.5,370,0
4.1802e+06,639.5,370.4,0
4.1802e+06,639.5,371.1,0
4.1802e+06,640.1,370.5,0
4.1802e+06,640.7,369.8,0
4.1802e+06,640.6,369.7,0
4.1802e+06,640.8,370.5,0
4.1802e+06,640.7,370.1,0
4.1802e+06,640.7,369.6,0
4.1802e+06,640.7,369.1,0
4.1802e+06,640.7,369.2,0
4.1802e+06,640.6,369,0
4.1802e+06,640.2,369.5,0
4.1802e+06,640.3,369.1,0
4.1802e+06,640.3,369.6,0
4.1802e+06,640.1,369.4,0
4.1802e+06,639.7,369.7,0
4.1802e+06,638.9,370.1,0
4.1802e+06,638.6,369.2,0
4.1802e+06,638.8,369.2,0
4.1802e+06,639,369.2,0
4.1802e+06,639.9,368.7,0
4.1802e+06,640.2,368.7,0
4.1802e+06,640.5,368.9,0
4.1802e+06,640,369.6,0
4.1802e+06,639.4,369.7,0
4.1802e+06,639.1,369.7,0
4.1802e+06,638.7,369.8,0
4.1802e+06,638.1,370,0
4.1803e+06,637.5,369.9,0
4.1803e+06,637.2,370.1,0
4.1803e+06,636.9,370.4,0
4.1803e+06,636.6,370.6,0
4.1803e+06,636.4,370.7,0
4.1803e+06,636.3,371.1,0
4.1803e+06,636.4,371.9,0
4.1803e+06,636.6,372.9,0
4.1803e+06,636.5,373.5,0
4.1803e+06,636.8,373.4,0
4.1803e+06,636.6,373.3,0
